,Date,League,Home,Away,Goals_H,Goals_A,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay
204,2023-12-10,ITALY - SERIE A,Frosinone,Torino,0,0,3.7,3.75,2.28,2.3,3.4,3.45
205,2023-12-10,POLAND - EKSTRAKLASA,Lech Poznan,Piast Gliwice,0,1,1.94,2.06,4.2,4.7,3.35,3.65
206,2023-12-10,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Igman K.,Tuzla City,2,0,2.48,2.82,2.7,3.15,3.1,4.5
207,2023-12-10,FRANCE - LIGUE 1,Nice,Reims,2,1,2.02,2.04,4.5,4.6,3.5,3.55
208,2023-12-10,HUNGARY - OTP BANK LIGA,Kisvarda,DVTK,1,2,2.44,3.15,2.58,3.15,3.15,4.4
209,2023-12-10,ROMANIA - LIGA 1,FC Hermannstadt,Univ. Craiova,2,1,2.98,3.5,2.44,2.76,2.92,3.3
210,2023-12-10,SCOTLAND - PREMIERSHIP,Kilmarnock,Celtic,2,1,9.4,11.0,1.37,1.38,5.6,6.2
211,2023-12-10,SERBIA - SUPER LIGA,Radnik,Vozdovac,1,1,2.62,3.35,2.56,3.1,2.78,3.45
212,2023-12-10,SLOVENIA - PRVA LIGA,Bravo,Rogaska,3,2,1.76,1.96,4.0,5.3,3.3,4.1
213,2023-12-10,BELGIUM - CHALLENGER PRO LEAGUE,Beerschot VA,Deinze,1,2,2.24,2.7,2.76,3.4,3.35,4.3
214,2023-12-10,BELGIUM - JUPILER PRO LEAGUE,KV Mechelen,Club Brugge KV,0,0,5.5,5.9,1.59,1.64,4.6,4.9
215,2023-12-10,GERMANY - 2. BUNDESLIGA,Dusseldorf,Holstein Kiel,0,1,1.99,2.04,3.75,3.95,4.1,4.2
216,2023-12-10,GERMANY - 2. BUNDESLIGA,Elversberg,Nurnberg,0,1,2.0,2.06,3.7,3.85,4.1,4.2
217,2023-12-10,GERMANY - 2. BUNDESLIGA,Hansa Rostock,Schalke,0,2,2.88,3.05,2.42,2.52,3.7,3.9
218,2023-12-10,GERMANY - 3. LIGA,Regensburg,Viktoria Koln,1,1,1.49,1.73,5.2,7.6,3.85,5.4
219,2023-12-10,BULGARIA - PARVA LIGA,Botev Plovdiv,Hebar,1,0,1.25,1.3,12.5,19.0,5.6,7.4
220,2023-12-10,SPAIN - LALIGA,Atl. Madrid,Almeria,2,1,1.21,1.22,17.0,17.5,8.6,8.8
221,2023-12-10,SPAIN - LALIGA2,Elche,FC Cartagena SAD,1,2,1.71,1.75,5.8,6.4,3.7,4.0
222,2023-12-10,TURKEY - 1. LIG,Genclerbirligi,Goztepe,0,3,2.88,3.3,2.46,2.76,3.2,3.6
223,2023-12-10,TURKEY - SUPER LIG,Basaksehir,Hatayspor,1,0,1.97,1.99,4.3,4.7,3.65,3.75
224,2023-12-10,TURKEY - SUPER LIG,Kayserispor,Pendikspor,2,0,1.87,1.92,4.3,4.4,4.1,4.2
225,2023-12-10,UKRAINE - PREMIER LEAGUE,Ch. Odessa,Kolos Kovalivka,1,0,2.5,3.35,2.54,3.4,2.8,3.8
226,2023-12-10,SWITZERLAND - SUPER LEAGUE,Lugano,Winterthur,2,1,1.79,1.84,4.3,4.8,4.2,4.6
227,2023-12-10,SWITZERLAND - CHALLENGE LEAGUE,Aarau,Wil,1,1,1.9,2.12,3.7,5.1,3.4,4.2
228,2023-12-10,SWITZERLAND - CHALLENGE LEAGUE,Bellinzona,Xamax,1,0,3.9,4.5,1.93,2.08,3.55,4.3
229,2023-12-10,AUSTRIA - BUNDESLIGA,BW Linz,Tirol,1,2,1.95,2.08,3.95,4.5,3.55,3.75
230,2023-12-10,AUSTRIA - BUNDESLIGA,Hartberg,Wolfsberger AC,2,0,2.2,2.34,3.3,3.55,3.45,3.75
231,2023-12-10,NETHERLANDS - EREDIVISIE,Sittard,Waalwijk,1,0,2.0,2.02,4.1,4.2,3.85,3.9
232,2023-12-10,CROATIA - HNL,Varazdin,Osijek,2,2,3.6,4.4,2.0,2.2,3.4,4.2
233,2023-12-10,CZECH REPUBLIC - FORTUNA:LIGA,Plzen,Ceske Budejovice,5,0,1.2,1.25,12.5,17.5,7.0,8.6
234,2023-12-10,ENGLAND - PREMIER LEAGUE,Everton,Chelsea,2,0,3.15,3.2,2.38,2.4,3.75,3.8
235,2023-12-10,ENGLAND - PREMIER LEAGUE,Fulham,West Ham,5,0,2.5,2.52,3.1,3.15,3.55,3.6
236,2023-12-10,ENGLAND - PREMIER LEAGUE,Luton,Manchester City,1,2,19.5,21.0,1.17,1.18,10.0,10.5
237,2023-12-10,FRANCE - LIGUE 1,Clermont,Lille,0,0,5.5,5.6,1.78,1.79,3.85,3.9
238,2023-12-10,FRANCE - LIGUE 1,Metz,Brest,0,1,3.6,3.75,2.28,2.3,3.4,3.45
239,2023-12-10,FRANCE - LIGUE 1,Strasbourg,Le Havre,2,1,2.32,2.34,3.75,3.8,3.3,3.35
240,2023-12-10,ITALY - SERIE A,Monza,Genoa,1,0,2.18,2.22,4.1,4.2,3.3,3.35
241,2023-12-10,POLAND - EKSTRAKLASA,LKS Lodz,Legia,1,1,5.5,6.2,1.6,1.69,4.0,4.8
242,2023-12-10,PORTUGAL - LIGA PORTUGAL 2,Os Belenenses,Oliveirense,1,0,2.34,2.56,2.96,3.35,3.45,4.0
243,2023-12-10,SERBIA - SUPER LIGA,Javor,Cukaricki,1,2,4.1,5.0,1.8,1.99,3.65,4.3
244,2023-12-10,SLOVAKIA - NIKE LIGA,Ruzomberok,Banska Bystrica,2,1,2.44,3.2,2.62,3.4,2.88,3.45
245,2023-12-10,SLOVENIA - PRVA LIGA,Koper,O. Ljubljana,2,4,2.74,3.7,2.22,2.88,3.0,4.2
246,2023-12-10,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Siroki Brijeg,Zrinjski,0,2,5.0,6.4,1.72,1.97,3.2,4.0
247,2023-12-10,GERMANY - BUNDESLIGA,Stuttgart,Bayer Leverkusen,1,1,3.0,3.05,2.4,2.42,3.95,4.0
248,2023-12-10,HUNGARY - OTP BANK LIGA,Mezokovesd-Zsory,MOL Fehervar,0,2,3.15,3.45,2.16,2.46,3.4,4.0
249,2023-12-10,BELGIUM - CHALLENGER PRO LEAGUE,RFC Liege,Francs Borains,1,0,1.74,1.96,4.1,5.0,3.7,4.4
250,2023-12-10,BELGIUM - JUPILER PRO LEAGUE,Eupen,Genk,1,3,6.4,8.2,1.41,1.45,5.7,6.2
251,2023-12-10,ROMANIA - LIGA 1,Farul Constanta,Petrolul,3,1,1.86,1.99,4.2,5.1,3.35,3.8
252,2023-12-10,ITALY - SERIE B,Como,Modena,2,1,2.26,2.4,3.65,3.95,3.2,3.35
253,2023-12-10,ITALY - SERIE B,Parma,Palermo,3,3,2.04,2.14,3.85,4.3,3.6,3.65
254,2023-12-10,ITALY - SERIE B,Reggiana,Brescia,1,1,2.4,2.52,3.45,3.6,3.15,3.25
255,2023-12-10,SPAIN - LALIGA2,Racing Santander,R. Oviedo,2,2,2.48,2.58,3.35,3.55,3.1,3.25
256,2023-12-10,GERMANY - 3. LIGA,SG Dynamo Dresden,Unterhaching,2,1,1.43,1.56,6.6,9.0,4.2,5.5
257,2023-12-10,PORTUGAL - LIGA PORTUGAL,Estrela,Boavista,3,1,2.32,2.42,3.3,3.45,3.5,3.6
258,2023-12-10,PORTUGAL - LIGA PORTUGAL 2,Maritimo,Vilaverdense,4,0,1.44,1.61,7.0,9.4,4.0,5.2
259,2023-12-10,SWITZERLAND - SUPER LEAGUE,Yverdon,Lausanne Ouchy,2,1,2.5,2.84,2.56,3.1,3.2,3.85
260,2023-12-10,SWITZERLAND - SUPER LEAGUE,Zurich,Luzern,1,1,1.92,1.93,4.1,4.3,4.0,4.2
261,2023-12-10,BULGARIA - PARVA LIGA,CSKA Sofia,Ludogorets,0,1,3.45,4.0,2.26,2.42,3.15,3.35
262,2023-12-10,NETHERLANDS - EREDIVISIE,Vitesse,Heracles,2,0,2.18,2.22,3.5,3.6,3.8,3.95
263,2023-12-10,AUSTRIA - BUNDESLIGA,Sturm Graz,Altach,1,0,1.52,1.57,6.2,7.2,4.5,4.9
264,2023-12-10,SERBIA - SUPER LIGA,IMT Novi Beograd,Novi Pazar,1,0,2.4,2.76,2.88,3.35,3.2,3.8
265,2023-12-10,TURKEY - 1. LIG,Eyupspor,Sanliurfaspor,4,0,1.23,1.31,12.0,19.0,5.7,8.0
266,2023-12-10,TURKEY - SUPER LIG,Gaziantep,Trabzonspor,1,3,3.2,3.35,2.36,2.44,3.45,3.65
267,2023-12-10,FRANCE - LIGUE 1,Lyon,Toulouse,3,0,2.04,2.06,4.1,4.2,3.7,3.75
268,2023-12-10,CROATIA - HNL,Rijeka,Slaven Belupo,2,4,1.27,1.31,13.5,18.5,6.0,6.6
269,2023-12-10,ENGLAND - PREMIER LEAGUE,Tottenham,Newcastle,4,1,2.22,2.24,3.3,3.35,3.95,4.0
270,2023-12-10,GERMANY - BUNDESLIGA,FC Koln,Mainz,0,0,2.48,2.52,3.1,3.15,3.55,3.6
271,2023-12-10,POLAND - EKSTRAKLASA,Jagiellonia,Rakow,4,2,2.84,3.1,2.52,2.72,3.3,3.6
272,2023-12-10,SLOVAKIA - NIKE LIGA,Dun. Streda,Trencin,0,0,1.77,2.06,3.9,5.1,3.55,5.5
273,2023-12-10,SLOVENIA - PRVA LIGA,Mura,Domzale,1,0,2.46,3.05,2.54,3.1,3.25,4.1
274,2023-12-10,CZECH REPUBLIC - FORTUNA:LIGA,Slavia Prague,Mlada Boleslav,2,0,1.27,1.33,10.5,14.5,5.8,7.0
275,2023-12-10,HUNGARY - OTP BANK LIGA,Paks,Ferencvaros,3,2,3.35,3.95,1.99,2.16,3.65,4.4
276,2023-12-10,ITALY - SERIE A,Salernitana,Bologna,1,2,4.2,4.3,2.08,2.1,3.5,3.6
277,2023-12-10,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,St. Liege,2,2,1.62,1.66,5.6,5.9,4.5,4.8
278,2023-12-10,SPAIN - LALIGA,Cadiz CF,Osasuna,1,1,3.0,3.05,2.78,2.8,3.15,3.2
279,2023-12-10,SPAIN - LALIGA2,Eibar,Andorra,2,2,1.75,1.79,5.6,6.0,3.7,3.8
280,2023-12-10,SPAIN - LALIGA2,Leganes,Eldense,1,1,1.87,1.92,5.1,5.6,3.45,3.6
281,2023-12-10,PORTUGAL - LIGA PORTUGAL,Arouca,Rio Ave,2,2,2.14,2.28,3.65,4.1,3.25,3.45
282,2023-12-10,ROMANIA - LIGA 1,CFR Cluj,FCSB,1,1,2.42,2.54,3.1,3.4,3.2,3.5
283,2023-12-10,BELGIUM - CHALLENGER PRO LEAGUE,Oostende,Beveren,0,2,3.15,3.75,2.12,2.4,3.2,4.7
284,2023-12-10,BELGIUM - JUPILER PRO LEAGUE,Charleroi,Royale Union SG,1,3,5.4,5.7,1.66,1.69,4.3,4.5
285,2023-12-10,GERMANY - 3. LIGA,Preussen Munster,Verl,3,1,2.12,2.54,2.76,3.4,3.7,4.7
286,2023-12-10,FRANCE - LIGUE 1,Lorient,Marseille,2,4,4.8,4.9,1.86,1.87,3.85,3.9
287,2023-12-10,ITALY - SERIE A,AS Roma,Fiorentina,1,1,2.16,2.18,4.1,4.2,3.35,3.4
288,2023-12-10,SPAIN - LALIGA,Barcelona,Girona,2,4,1.55,1.56,6.2,6.4,5.1,5.2
289,2023-12-10,SPAIN - LALIGA2,Huesca,Ferrol,1,0,2.36,2.5,3.7,4.0,2.9,3.05
290,2023-12-10,PORTUGAL - LIGA PORTUGAL,Estoril,Chaves,4,0,2.02,2.1,3.85,4.0,3.75,3.9
291,2023-12-10,MEXICO - LIGA MX,U.A.N.L.- Tigres,U.N.A.M.- Pumas,1,1,1.83,2.06,3.85,4.7,3.4,4.6
292,2023-12-11,BULGARIA - PARVA LIGA,Lok. Plovdiv,Pirin Blagoevgrad,3,0,1.49,1.54,7.4,9.0,4.4,4.8
293,2023-12-11,ROMANIA - LIGA 1,U Craiova 1948,FC Botosani,2,0,1.79,1.83,4.9,5.4,3.8,3.95
294,2023-12-11,SERBIA - SUPER LIGA,Radnicki Nis,Partizan,2,1,7.6,10.0,1.53,1.62,3.9,4.2
295,2023-12-11,BULGARIA - PARVA LIGA,Beroe,Etar,0,0,1.64,1.83,5.4,6.4,3.8,4.1
296,2023-12-11,SLOVENIA - PRVA LIGA,Radomlje,Maribor,2,2,4.8,6.6,1.65,1.78,4.0,4.3
297,2023-12-11,TURKEY - 1. LIG,Altay,Boluspor,0,1,4.7,5.4,1.73,1.85,3.9,4.3
298,2023-12-11,TURKEY - SUPER LIG,Ankaragucu,Rizespor,1,1,2.22,2.28,3.6,3.7,3.5,3.6
299,2023-12-11,TURKEY - SUPER LIG,Konyaspor,Sivasspor,0,1,2.16,2.28,3.7,3.75,3.45,3.7
300,2023-12-11,ITALY - SERIE A,Empoli,Lecce,1,1,2.64,2.66,3.1,3.15,3.25,3.3
301,2023-12-11,SERBIA - SUPER LIGA,Vojvodina,Napredak,2,0,1.59,1.66,5.7,7.8,4.1,4.7
302,2023-12-11,POLAND - EKSTRAKLASA,Puszcza,Widzew Lodz,1,0,3.15,3.35,2.42,2.52,3.4,3.45
303,2023-12-11,ROMANIA - LIGA 1,Din. Bucuresti,U. Cluj,0,1,3.8,4.0,2.26,2.3,3.25,3.35
304,2023-12-11,NETHERLANDS - EERSTE DIVISIE,Jong Ajax,Jong Utrecht,2,1,1.76,1.82,4.3,4.7,4.3,4.6
305,2023-12-11,NETHERLANDS - EERSTE DIVISIE,Jong AZ,Den Bosch,0,0,1.73,1.8,4.6,5.0,4.2,4.5
306,2023-12-11,ITALY - SERIE A,Cagliari,Sassuolo,2,1,2.42,2.44,3.15,3.2,3.6,3.65
307,2023-12-11,SPAIN - LALIGA,Rayo Vallecano,Celta Vigo,0,0,2.62,2.64,3.05,3.1,3.35,3.4
308,2023-12-11,SPAIN - LALIGA2,Tenerife,Alcorcon,1,0,1.66,1.69,6.8,7.6,3.75,3.9
309,2023-12-11,ENGLAND - LEAGUE ONE,Portsmouth,Bolton,2,0,2.5,2.54,3.05,3.1,3.55,3.6
310,2023-12-11,PORTUGAL - LIGA PORTUGAL,Gil Vicente,Moreirense,1,1,2.96,3.05,2.52,2.6,3.55,3.6
311,2023-12-12,ROMANIA - LIGA 1,Otelul,Sepsi Sf. Gheorghe,2,3,2.62,2.76,2.96,3.2,3.2,3.35
312,2023-12-12,SWITZERLAND - CHALLENGE LEAGUE,Sion,Stade Nyonnais,1,1,1.46,1.53,6.6,8.0,4.7,5.2
313,2023-12-12,ENGLAND - CHAMPIONSHIP,Blackburn,Bristol City,2,1,2.0,2.04,4.0,4.1,3.85,3.9
314,2023-12-12,ENGLAND - CHAMPIONSHIP,Huddersfield,Preston,1,3,2.8,2.84,3.0,3.05,3.2,3.25
315,2023-12-12,ENGLAND - CHAMPIONSHIP,Rotherham,West Brom,0,2,5.8,5.9,1.73,1.74,3.9,3.95
316,2023-12-12,ENGLAND - CHAMPIONSHIP,Stoke,Swansea,1,1,2.16,2.18,3.7,3.75,3.65,3.7
317,2023-12-12,ENGLAND - CHAMPIONSHIP,Watford,Ipswich,1,2,3.05,3.1,2.52,2.56,3.55,3.6
318,2023-12-12,SCOTLAND - CHAMPIONSHIP,Morton,Inverness,2,1,2.78,3.0,2.6,2.74,3.3,3.6
319,2023-12-12,ENGLAND - CHAMPIONSHIP,Sunderland,Leeds,1,0,3.5,3.55,2.14,2.18,3.9,4.0
320,2023-12-12,ENGLAND - LEAGUE ONE,Reading,Oxford Utd,1,1,3.05,3.1,2.48,2.52,3.6,3.7
321,2023-12-13,CZECH REPUBLIC - FORTUNA:LIGA,Ceske Budejovice,Hradec Kralove,0,2,2.16,2.4,3.05,3.55,3.35,3.9
322,2023-12-13,CZECH REPUBLIC - FORTUNA:LIGA,Mlada Boleslav,Karvina,2,2,1.61,1.69,5.2,6.0,4.4,4.9
323,2023-12-13,CZECH REPUBLIC - FORTUNA:LIGA,Bohemians,Liberec,0,0,2.26,2.46,3.1,3.4,3.45,3.85
324,2023-12-13,SWITZERLAND - CHALLENGE LEAGUE,Thun,Bellinzona,3,1,1.62,1.72,4.9,5.5,4.5,5.0
325,2023-12-13,SWITZERLAND - SUPER LEAGUE,Winterthur,Zurich,2,1,3.45,3.75,2.1,2.14,3.85,4.1
326,2023-12-13,ENGLAND - CHAMPIONSHIP,Cardiff,Birmingham,0,1,1.91,1.93,4.6,4.7,3.75,3.8
327,2023-12-13,ENGLAND - CHAMPIONSHIP,Coventry,Southampton,1,1,2.82,2.84,2.66,2.68,3.7,3.75
328,2023-12-13,ENGLAND - CHAMPIONSHIP,Leicester,Millwall,3,2,1.36,1.37,11.0,11.5,5.6,5.7
329,2023-12-13,ENGLAND - CHAMPIONSHIP,Norwich,Sheffield Wed,3,1,1.96,1.97,4.3,4.5,3.7,3.8
330,2023-12-13,ENGLAND - CHAMPIONSHIP,QPR,Plymouth,0,0,2.04,2.06,3.85,3.9,3.85,3.9
331,2023-12-13,SCOTLAND - CHAMPIONSHIP,Arbroath,Raith,1,2,4.6,5.0,1.78,1.81,4.0,4.3
332,2023-12-13,ENGLAND - CHAMPIONSHIP,Middlesbrough,Hull,1,2,1.89,1.91,4.4,4.5,4.0,4.1
333,2023-12-14,EGYPT - PREMIER LEAGUE,Future FC,Ceramica Cleopatra,1,1,2.9,3.15,2.8,3.15,2.9,3.1
334,2023-12-14,EGYPT - PREMIER LEAGUE,National Bank Egypt,El Gouna,2,3,2.64,2.88,3.0,3.3,2.98,3.3
335,2023-12-14,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Abha,Al Hazem,1,1,2.1,2.24,3.1,3.45,4.0,4.3
336,2023-12-14,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Akhdoud,Al Taee,1,0,2.5,2.64,2.9,2.98,3.6,3.8
337,2023-12-14,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Arda,1,0,1.95,2.04,4.2,5.0,3.4,3.8
338,2023-12-14,EGYPT - PREMIER LEAGUE,Al Masry,Zamalek,1,0,3.2,3.5,2.44,2.62,3.1,3.25
339,2023-12-14,EGYPT - PREMIER LEAGUE,Pyramids,Baladiyat El Mahalla,2,2,1.24,1.26,19.0,25.0,6.2,7.0
340,2023-12-14,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Feiha,Al Ahli SC,0,4,4.4,5.3,1.71,1.81,4.0,4.5
341,2023-12-15,MEXICO - LIGA MX,U.A.N.L.- Tigres,Club America,1,1,2.7,2.78,2.92,3.0,3.35,3.45
342,2023-12-15,AUSTRALIA - A-LEAGUE,Western United,Brisbane Roar,2,1,2.86,2.96,2.38,2.44,4.1,4.2
343,2023-12-15,AUSTRALIA - A-LEAGUE,WS Wanderers,Adelaide United,1,0,1.95,2.0,3.55,3.75,4.4,4.6
344,2023-12-15,EGYPT - PREMIER LEAGUE,El Daklyeh,Smouha,0,0,3.7,4.4,2.24,2.38,3.0,3.2
345,2023-12-15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Fateh,Al Shabab,1,1,2.64,3.05,2.48,2.8,3.45,4.2
346,2023-12-15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Hilal,Al Wehda,2,0,1.17,1.21,18.5,32.0,8.4,10.0
347,2023-12-15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Raed,Damac,0,1,2.76,3.2,2.56,2.74,3.2,3.65
348,2023-12-15,ROMANIA - LIGA 1,FC Voluntari,U Craiova 1948,0,1,2.5,2.86,2.86,3.2,3.3,3.55
349,2023-12-15,SERBIA - SUPER LIGA,Novi Pazar,Radnik,2,1,1.55,1.68,6.6,8.8,3.65,4.3
350,2023-12-15,EGYPT - PREMIER LEAGUE,El Gaish,Arab Contractors,1,2,2.6,2.84,3.2,3.6,2.74,2.94
351,2023-12-15,EGYPT - PREMIER LEAGUE,Pharco,ZED,1,2,3.0,3.35,2.64,2.9,2.88,3.3
352,2023-12-15,CROATIA - HNL,Gorica,Varazdin,1,3,1.92,2.04,4.5,5.0,3.4,3.6
353,2023-12-15,SLOVAKIA - NIKE LIGA,Skalica,Podbrezova,3,0,3.2,3.75,2.04,2.34,3.85,4.1
354,2023-12-15,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Posusje,Borac Banja Luka,0,2,5.3,7.0,1.68,1.86,3.25,4.1
355,2023-12-15,POLAND - EKSTRAKLASA,Gornik Zabrze,Warta Poznan,3,0,2.2,2.28,3.6,3.95,3.3,3.5
356,2023-12-15,SERBIA - SUPER LIGA,Vozdovac,Zeleznicar Pancevo,5,1,1.86,2.18,3.8,5.3,3.35,3.75
357,2023-12-15,GERMANY - 2. BUNDESLIGA,Paderborn,Hansa Rostock,3,0,1.67,1.73,5.0,5.5,4.2,4.5
358,2023-12-15,GERMANY - 2. BUNDESLIGA,Schalke,Greuther Furth,2,2,2.32,2.46,3.1,3.3,3.65,3.85
359,2023-12-15,GERMANY - 3. LIGA,RW Essen,Lubeck,1,0,1.72,1.82,4.5,5.3,3.85,4.5
360,2023-12-15,ROMANIA - LIGA 1,Petrolul,FC Rapid Bucuresti,0,0,3.3,3.7,2.38,2.58,3.1,3.2
361,2023-12-15,FRANCE - NATIONAL,Cholet,Le Mans,0,1,3.95,4.9,1.96,2.16,3.0,3.5
362,2023-12-15,FRANCE - NATIONAL,Dijon,Sochaux,0,3,2.36,2.74,3.05,3.45,3.25,3.65
363,2023-12-15,FRANCE - NATIONAL,Marignane,Martigues,1,0,4.6,6.6,1.84,2.0,3.1,4.1
364,2023-12-15,FRANCE - NATIONAL,Nancy,Avranches,1,0,1.96,2.16,3.9,4.8,3.05,3.55
365,2023-12-15,FRANCE - NATIONAL,Niort,Rouen,1,2,2.4,3.15,2.74,3.55,2.92,3.5
366,2023-12-15,FRANCE - NATIONAL,Orleans,Epinal,2,0,1.81,1.96,4.6,5.3,3.5,3.85
367,2023-12-15,FRANCE - NATIONAL,Villefranche,Chateauroux,2,2,2.14,2.32,3.6,4.1,3.1,3.5
368,2023-12-15,SWITZERLAND - CHALLENGE LEAGUE,Wil,Stade Nyonnais,3,2,2.14,2.24,3.25,3.45,3.75,4.1
369,2023-12-15,BELGIUM - CHALLENGER PRO LEAGUE,Dender,RFC Liege,0,0,1.67,1.89,4.0,5.7,3.5,4.9
370,2023-12-15,BELGIUM - CHALLENGER PRO LEAGUE,Waregem,Seraing,2,1,1.52,1.62,5.7,6.6,4.5,5.2
371,2023-12-15,NETHERLANDS - EERSTE DIVISIE,Cambuur,Jong AZ,1,2,1.52,1.59,5.6,7.0,4.8,5.3
372,2023-12-15,NETHERLANDS - EERSTE DIVISIE,Den Bosch,De Graafschap,0,4,3.55,3.85,2.04,2.14,3.85,4.1
373,2023-12-15,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Roda,0,1,2.24,2.34,3.1,3.35,3.75,4.2
374,2023-12-15,NETHERLANDS - EERSTE DIVISIE,Jong PSV,Jong Ajax,2,2,2.16,2.32,2.92,3.2,3.9,4.4
375,2023-12-15,NETHERLANDS - EERSTE DIVISIE,Jong Utrecht,Eindhoven FC,2,5,3.0,3.3,2.32,2.52,3.7,3.9
376,2023-12-15,NETHERLANDS - EERSTE DIVISIE,Maastricht,Groningen,1,1,4.2,6.0,1.59,1.78,3.8,5.4
377,2023-12-15,NETHERLANDS - EERSTE DIVISIE,Oss,Venlo,2,1,3.25,3.75,2.0,2.32,3.5,4.6
378,2023-12-15,NETHERLANDS - EERSTE DIVISIE,Telstar,Dordrecht,0,2,2.36,2.48,2.72,2.88,4.1,4.4
379,2023-12-15,NETHERLANDS - EERSTE DIVISIE,Willem II,Helmond,4,1,1.44,1.48,7.2,8.8,5.0,5.5
380,2023-12-15,NETHERLANDS - EREDIVISIE,Nijmegen,Sittard,4,1,2.12,2.16,3.65,3.75,3.7,3.85
381,2023-12-15,SWITZERLAND - CHALLENGE LEAGUE,Sion,Schaffhausen,2,1,1.39,1.44,7.8,9.4,5.3,5.9
382,2023-12-15,SWITZERLAND - CHALLENGE LEAGUE,Xamax,Aarau,2,1,1.98,2.16,3.35,3.75,3.9,4.4
383,2023-12-15,GERMANY - BUNDESLIGA,B. Monchengladbach,Werder Bremen,2,2,1.97,1.99,3.8,3.85,4.2,4.4
384,2023-12-15,ITALY - SERIE B,Spezia,Bari,1,0,2.18,2.26,4.0,4.3,3.2,3.3
385,2023-12-15,POLAND - EKSTRAKLASA,Zaglebie,Slask Wroclaw,1,2,2.2,2.4,3.5,3.85,3.15,3.5
386,2023-12-15,SPAIN - LALIGA2,R. Oviedo,Elche,3,2,2.56,2.74,3.25,3.55,2.98,3.1
387,2023-12-15,BELGIUM - JUPILER PRO LEAGUE,Westerlo,Eupen,2,0,1.89,1.95,4.1,4.4,3.85,4.1
388,2023-12-15,ITALY - SERIE A,Genoa,Juventus,1,1,5.5,5.6,1.88,1.89,3.45,3.5
389,2023-12-15,ENGLAND - PREMIER LEAGUE,Nottingham,Tottenham,0,2,4.9,5.0,1.75,1.76,4.3,4.4
390,2023-12-15,FRANCE - LIGUE 1,Monaco,Lyon,0,1,1.7,1.71,5.1,5.2,4.6,4.7
391,2023-12-15,SPAIN - LALIGA,Osasuna,Rayo Vallecano,1,0,2.22,2.24,3.95,4.0,3.35,3.4
392,2023-12-15,PORTUGAL - LIGA PORTUGAL,SC Farense,Estrela,0,0,2.08,2.2,3.6,4.0,3.45,3.75
393,2023-12-16,AUSTRALIA - A-LEAGUE,Newcastle Jets,Perth Glory,2,2,2.08,2.1,3.5,3.55,4.1,4.2
394,2023-12-16,AUSTRALIA - A-LEAGUE,Melbourne Victory,Sydney FC,3,0,2.16,2.18,3.25,3.4,4.1,4.2
395,2023-12-16,PORTUGAL - LIGA PORTUGAL 2,Academico Viseu,Torreense,0,0,1.85,2.16,4.1,5.0,3.25,3.9
396,2023-12-16,HUNGARY - OTP BANK LIGA,MOL Fehervar,Paks,3,0,2.64,2.86,2.46,2.58,4.0,4.3
397,2023-12-16,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Tuzla City,Sloga Doboj,3,0,1.72,1.79,4.7,5.5,4.0,4.4
398,2023-12-16,GERMANY - 2. BUNDESLIGA,Hertha Berlin,VfL Osnabruck,0,0,1.44,1.48,7.2,8.2,5.2,5.7
399,2023-12-16,GERMANY - 2. BUNDESLIGA,Magdeburg,Dusseldorf,2,3,2.5,2.58,2.78,2.84,3.95,4.1
400,2023-12-16,GERMANY - 2. BUNDESLIGA,Nurnberg,Hamburger SV,0,2,3.15,3.35,2.12,2.2,4.4,4.5
401,2023-12-16,ROMANIA - LIGA 1,UTA Arad,Farul Constanta,0,0,3.3,3.6,2.2,2.38,3.5,3.75
402,2023-12-16,SLOVENIA - PRVA LIGA,Rogaska,Aluminij,0,1,2.82,2.96,2.7,2.88,3.35,3.45
403,2023-12-16,ENGLAND - CHAMPIONSHIP,Ipswich,Norwich,2,2,1.6,1.61,6.2,6.4,4.5,4.6
404,2023-12-16,GERMANY - 3. LIGA,Dortmund II,Hallescher,2,1,2.26,2.58,2.78,3.25,3.65,4.0
405,2023-12-16,GERMANY - 3. LIGA,Ingolstadt,Sandhausen,4,0,2.1,2.24,3.35,3.65,3.8,4.1
406,2023-12-16,GERMANY - 3. LIGA,Mannheim,Aue,3,0,2.54,2.62,2.86,3.1,3.45,3.75
407,2023-12-16,GERMANY - 3. LIGA,Saarbrucken,Regensburg,2,2,2.18,2.32,3.4,3.75,3.5,3.8
